,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
99,300647,超频三,0.09,0.0,3.08,3.09,-0.14,841.71,9.3,,05-02
100,600183,生益科技,0.2,81.82,,5.47,,28397.24,85.53,,04-29
101,000509,华塑控股,-0.01,-49.06,,-13.21,,-448.86,-48.54,,04-29
102,002285,世联行,0.05,66.67,,2.19,,9271.54,51.18,,04-29
103,000977,浪潮信息,0.07,-41.29,,1.79,,7107.23,-40.54,,04-29
104,601018,宁波港,0.05,0.0,2.68,1.95,-0.07,68185.4,3.59,,04-29
105,600236,桂冠电力,0.05,-58.33,,2.34,,32010.77,-56.08,,04-29
106,000566,海南海药,0.05,-54.55,,1.21,,6614.32,12.1,,04-29
107,002012,凯恩股份,0.04,-500.0,,1.44,,1721.13,-379.94,,04-29
108,601186,中国铁建,0.21,12.17,,2.17,,287864.4,11.93,,04-29
109,600666,奥瑞德,0.06,50.0,,1.82,,4738.24,54.24,,04-29
110,603669,灵康药业,0.11,10.0,,2.39,,2825.51,7.29,,04-29
111,000630,铜陵有色,0.01,-200.0,,0.86,,14413.83,-265.48,,04-29
112,600685,中船防务,0.01,1757.14,,0.18,,1841.07,1677.1,,04-29
113,600329,中新药业,0.17,8.75,,3.18,,13374.76,11.85,,04-29
114,000680,山推股份,0.01,7.94,,0.52,,1683.85,7.38,,04-29
115,002413,雷科防务,0.02,-71.43,,0.77,,2679.4,22.22,,04-29
116,603823,百合花,0.12,-29.41,,2.27,,2674.82,-12.77,,04-29
117,000701,厦门信达,0.04,289.8,,0.48,,4120.98,40.39,,04-29
118,600735,新华锦,0.05,44.98,,2.32,,1795.27,45.24,,04-29
119,601818,光大银行,0.18,0.0,4.99,3.83,,857900.0,1.57,,04-29
120,002429,兆驰股份,0.08,20.83,,1.83,,14283.68,36.82,,04-29
121,600369,西南证券,0.0,-93.0,,0.13,,2388.6,-93.05,,04-29
122,600751,天海投资,-0.01,-198.18,,-0.22,,-1579.4,-199.27,,04-29
123,601901,方正证券,0.05,-50.0,4.36,1.13,0.24,40482.91,-52.24,,04-29
124,002140,东华科技,0.05,19.79,,1.01,,2077.45,19.85,,04-29
125,600030,中信证券,0.19,35.71,,1.6,,230078.87,40.18,,04-29
126,600406,国电南瑞,0.01,0.0,3.65,0.2,-0.3,1786.15,27.15,,04-29
127,600787,中储股份,0.01,-87.04,,0.32,,2976.61,-87.01,,04-29
128,600432,*ST吉恩,-0.1,-16.67,,-8.13,,-16257.64,-16.99,,04-29
129,000796,凯撒旅游,0.03,43.07,,1.23,,2322.21,43.45,,04-29
130,600805,悦达投资,0.01,-72.97,,0.13,,827.32,-73.79,,04-29
131,000016,深康佳A,0.01,211.43,,0.9,,2624.54,211.35,,04-29
132,600461,洪城水业,0.07,-41.67,,1.61,,5507.12,34.25,,04-29
133,600822,上海物贸,0.02,18.27,,2.15,,1154.64,18.03,,04-29
134,002188,巴士在线,0.01,-66.67,,0.19,,398.75,-52.48,,04-29
135,000837,秦川机床,0.01,-116.32,,0.17,,483.99,-116.26,,04-29
136,002204,大连重工,0.0,-80.0,,0.06,,385.91,-46.13,,04-29
137,000058,深赛格,0.03,13.78,,1.5,,3160.91,78.62,,04-29
138,600859,王府井,0.25,-39.51,,1.81,,19009.44,1.52,,04-29
139,600126,杭钢股份,0.08,60.0,,1.37,,20673.38,85.58,,04-29
140,600875,东方电气,0.07,3400.0,,0.72,,15297.25,3380.75,,04-29
141,002252,上海莱士,0.05,-59.09,,1.88,,22222.8,-28.85,,04-29
142,600165,新日恒力,0.0,-106.9,1.16,0.2,0.01,158.38,-107.88,,04-29
143,000422,湖北宜化,0.04,180.0,,0.64,,6401.49,377.82,,04-29
144,000932,*ST华菱,0.1,-137.72,,4.81,,30756.37,-137.72,,04-29
145,600959,江苏有线,0.05,-28.57,,1.57,,20551.82,-8.02,,04-29
146,603322,超讯通信,-0.1,-1100.0,,-1.62,,-770.53,-1054.81,,04-29
147,600188,兖州煤业,0.36,607.75,,3.99,,174856.7,606.49,,04-29
148,600582,天地科技,0.0,-40.0,,0.08,,1155.51,-46.06,,04-29
149,600984,建设机械,-0.02,-54.55,,-0.32,,-1017.45,-54.6,,04-29
150,600207,安彩高科,-0.02,,,-0.95,,-1786.19,-2544.02,,04-29
151,002611,东方精工,0.01,-50.0,,0.44,,671.73,-40.18,,04-29
152,000982,*ST中绒,-0.08,65.0,,-8.29,,-14892.19,63.48,,04-29
153,002306,*ST云网,-0.01,-50.0,,,,-370.59,-55.78,,04-29
154,600241,时代万恒,-0.04,-33.33,,-1.36,,-847.32,-36.09,,04-29
155,600261,阳光照明,0.08,14.29,,3.62,,11638.21,15.68,,04-29
156,600653,申华控股,-0.04,-12.22,,-3.52,,-8245.72,-5.81,,04-29
157,000616,海航投资,0.03,-1253.85,,1.19,,4733.49,-1391.33,,04-29
158,002370,亚太药业,0.17,41.67,,2.12,,4676.47,93.23,,04-29
159,603689,皖天然气,0.12,-14.29,,2.44,,3813.65,9.7,,04-29
160,600299,安迪苏,0.12,-42.86,,2.58,,31655.28,-43.54,,04-29
161,600690,青岛海尔,0.29,8.78,,6.38,,173876.36,8.89,,04-29
162,601515,东风股份,0.18,0.0,,5.64,,20183.29,0.23,,04-29
163,000686,东北证券,0.08,-60.0,,1.23,,19335.74,-51.7,,04-29
164,603839,安正时尚,0.3,7.14,,4.18,,7067.21,16.5,,04-29
165,002742,三圣股份,0.12,-33.33,,1.92,,2588.6,0.62,,04-29
166,603886,元祖股份,-0.08,-50.0,,-2.32,,-1896.93,-34.91,,04-29
167,600757,长江传媒,0.12,9.09,,2.49,,13967.87,0.63,,04-29
168,600775,南京熊猫,0.01,-71.81,,0.32,,1073.36,-71.69,,04-29
169,600037,歌华有线,0.13,-3.85,,1.39,,17739.05,-3.9,,04-29
170,600416,湘电股份,-0.04,-500.0,,-0.58,,-3701.72,-812.34,,04-29
171,000801,四川九洲,0.0,-95.74,,0.06,,136.13,-91.29,,04-29
172,000021,深科技,0.08,-22.78,,2.2,,11672.47,-22.71,,04-29
173,300273,和佳股份,0.05,-19.35,,1.83,,4298.8,-19.35,,04-29
174,002193,如意集团,0.02,-33.33,,0.2,,497.82,24.17,,04-29
175,002514,宝馨科技,0.04,-42.86,,2.39,,2282.68,24.79,,04-29
176,600846,同济科技,0.05,25.0,,1.58,,3040.77,16.64,,04-29
177,603123,翠微股份,0.07,7.46,,1.28,,3791.13,8.74,,04-29
178,000155,*ST川化,0.02,-128.57,,0.89,,2548.2,-173.7,,04-29
179,600881,亚泰集团,-0.08,33.33,,-1.74,,-19789.16,23.58,,04-29
180,600236,桂冠电力,0.05,-58.33,,2.34,,32010.77,-56.08,,04-29
181,000566,海南海药,0.05,-54.55,,1.21,,6614.32,12.1,,04-29
182,002012,凯恩股份,0.04,-500.0,,1.44,,1721.13,-379.94,,04-29
183,601186,中国铁建,0.21,12.17,,2.17,,287864.4,11.93,,04-29
184,600666,奥瑞德,0.06,50.0,,1.82,,4738.24,54.24,,04-29
185,603669,灵康药业,0.11,10.0,,2.39,,2825.51,7.29,,04-29
186,000630,铜陵有色,0.01,-200.0,,0.86,,14413.83,-265.48,,04-29
187,600685,中船防务,0.01,1757.14,,0.18,,1841.07,1677.1,,04-29
188,600329,中新药业,0.17,8.75,,3.18,,13374.76,11.85,,04-29
189,000680,山推股份,0.01,7.94,,0.52,,1683.85,7.38,,04-29
190,002413,雷科防务,0.02,-71.43,,0.77,,2679.4,22.22,,04-29
191,603823,百合花,0.12,-29.41,,2.27,,2674.82,-12.77,,04-29
192,000701,厦门信达,0.04,289.8,,0.48,,4120.98,40.39,,04-29
193,600735,新华锦,0.05,44.98,,2.32,,1795.27,45.24,,04-29
194,601818,光大银行,0.18,0.0,4.99,3.83,,857900.0,1.57,,04-29
195,002429,兆驰股份,0.08,20.83,,1.83,,14283.68,36.82,,04-29
196,600369,西南证券,0.0,-93.0,,0.13,,2388.6,-93.05,,04-29
197,600757,长江传媒,0.12,9.09,,2.49,,13967.87,0.63,,04-29
198,600775,南京熊猫,0.01,-71.81,,0.32,,1073.36,-71.69,,04-29
199,600037,歌华有线,0.13,-3.85,,1.39,,17739.05,-3.9,,04-29
200,600416,湘电股份,-0.04,-500.0,,-0.58,,-3701.72,-812.34,,04-29
201,000801,四川九洲,0.0,-95.74,,0.06,,136.13,-91.29,,04-29
202,000021,深科技,0.08,-22.78,,2.2,,11672.47,-22.71,,04-29
203,300273,和佳股份,0.05,-19.35,,1.83,,4298.8,-19.35,,04-29
204,002193,如意集团,0.02,-33.33,,0.2,,497.82,24.17,,04-29
205,002514,宝馨科技,0.04,-42.86,,2.39,,2282.68,24.79,,04-29
206,600846,同济科技,0.05,25.0,,1.58,,3040.77,16.64,,04-29
207,603123,翠微股份,0.07,7.46,,1.28,,3791.13,8.74,,04-29
208,000155,*ST川化,0.02,-128.57,,0.89,,2548.2,-173.7,,04-29
209,600881,亚泰集团,-0.08,33.33,,-1.74,,-19789.16,23.58,,04-29
210,600170,上海建工,0.07,-12.5,,2.21,,50264.14,1.16,,04-29
211,000429,粤高速A,0.14,40.0,,3.39,,28671.92,125.43,,04-29
212,600965,福成股份,0.03,-40.0,,1.4,,2477.04,-39.24,,04-29
213,603322,超讯通信,-0.1,-1100.0,,-1.62,,-770.53,-1054.81,,04-29
214,600188,兖州煤业,0.36,607.75,,3.99,,174856.7,606.49,,04-29
215,600582,天地科技,0.0,-40.0,,0.08,,1155.51,-46.06,,04-29
216,600984,建设机械,-0.02,-54.55,,-0.32,,-1017.45,-54.6,,04-29
217,600207,安彩高科,-0.02,,,-0.95,,-1786.19,-2544.02,,04-29
218,002611,东方精工,0.01,-50.0,,0.44,,671.73,-40.18,,04-29
219,000982,*ST中绒,-0.08,65.0,,-8.29,,-14892.19,63.48,,04-29
220,002306,*ST云网,-0.01,-50.0,,,,-370.59,-55.78,,04-29
221,600241,时代万恒,-0.04,-33.33,,-1.36,,-847.32,-36.09,,04-29
222,600261,阳光照明,0.08,14.29,,3.62,,11638.21,15.68,,04-29
223,600653,申华控股,-0.04,-12.22,,-3.52,,-8245.72,-5.81,,04-29
224,000616,海航投资,0.03,-1253.85,,1.19,,4733.49,-1391.33,,04-29
225,002370,亚太药业,0.17,41.67,,2.12,,4676.47,93.23,,04-29
226,603689,皖天然气,0.12,-14.29,,2.44,,3813.65,9.7,,04-29
227,600299,安迪苏,0.12,-42.86,,2.58,,31655.28,-43.54,,04-29
228,600690,青岛海尔,0.29,8.78,,6.38,,173876.36,8.89,,04-29
229,601515,东风股份,0.18,0.0,,5.64,,20183.29,0.23,,04-29
230,000686,东北证券,0.08,-60.0,,1.23,,19335.74,-51.7,,04-29
231,603839,安正时尚,0.3,7.14,,4.18,,7067.21,16.5,,04-29
232,002742,三圣股份,0.12,-33.33,,1.92,,2588.6,0.62,,04-29
233,603886,元祖股份,-0.08,-50.0,,-2.32,,-1896.93,-34.91,,04-29
234,002439,启明星辰,-0.01,33.33,,-0.25,,-671.02,26.94,,04-29
235,000732,泰禾集团,0.19,-28.33,,1.27,,23066.78,-28.35,,04-29
236,600051,宁波联合,0.03,105.84,,0.44,,863.12,106.08,,04-29
237,000789,万年青,0.01,24.71,,0.23,,651.8,24.29,,04-29
238,600798,宁波海运,0.02,1791.67,,0.86,,2338.18,1755.2,,04-29
239,600068,葛洲坝,0.13,-6.43,,2.64,,74641.36,15.59,,04-29
240,600718,东软集团,0.02,0.0,,0.36,,2777.24,3.63,,04-29
241,600350,山东高速,0.12,10.19,,2.28,,57443.87,10.12,,04-29
242,600734,实达集团,0.0,-97.35,,0.06,,165.29,-95.39,,04-29
243,601900,南方传媒,0.14,-12.5,,3.06,,11116.08,0.26,,04-29
244,601988,中国银行,0.15,0.0,4.59,3.44,1.31,4664900.0,0.06,,04-29
245,600029,南方航空,0.16,-40.74,,3.53,,155000.0,-42.23,,04-29
246,600460,士兰微,0.03,1200.0,,1.31,,3281.02,1487.62,,04-29
247,000815,美利云,-0.01,-85.71,,-0.5,,-988.28,-57.02,,04-29
248,600821,津劝业,-0.07,-800.0,,-6.26,,-3066.89,-1643.46,,04-29
249,603160,汇顶科技,0.39,124.76,,6.21,,17534.8,150.04,,04-29
250,600125,铁龙物流,0.07,65.85,,1.75,,8821.09,65.15,,04-29
251,600145,*ST新亿,-0.0,-92.86,,-0.06,,-17.49,-91.66,,04-29
252,600537,亿晶光电,0.01,-93.75,,0.31,,937.9,-89.96,,04-29
253,000931,中关村,-0.04,75.95,,-2.58,,-3139.7,96.54,,04-29
254,603313,梦百合,0.28,-3.45,,3.97,,6735.49,31.15,,04-29
255,002594,比亚迪,0.2,-37.5,,1.15,,60579.5,-28.79,,04-29
256,603358,华达科技,0.49,11.36,,5.19,,7762.01,48.03,,04-29
257,002610,爱康科技,0.0,-90.0,,0.17,,961.13,-30.21,,04-29
258,000981,银亿股份,0.02,-15.5,,0.77,,5155.31,4.31,,04-29
259,603429,集友股份,0.32,28.88,,5.45,,1994.55,57.54,,04-29
260,002626,金达威,0.11,37.5,,3.02,,6628.19,38.0,,04-29
261,000552,靖远煤电,0.05,10.89,,1.82,,11630.69,122.37,,04-29
262,600615,丰华股份,0.01,-12.5,,0.29,,138.62,-11.96,,04-29
263,600240,华业资本,0.09,-30.77,,2.2,,12617.27,-33.33,,04-29
264,600260,凯乐科技,0.12,100.0,,2.56,,7729.43,100.08,,04-29
265,600652,游久游戏,0.02,70.0,,0.66,,1444.29,76.24,,04-29
266,601200,上海环境,0.22,,,3.1,,15424.45,57.13,,04-29
267,603688,石英股份,0.07,15.71,,1.24,,1491.66,16.42,,04-29
268,600689,上海三毛,0.2,-607.5,2.31,9.18,,4077.49,-602.52,,04-29
269,002725,跃岭股份,0.05,-37.5,,0.89,,811.01,-35.58,,04-29
270,600355,精伦电子,-0.01,-526.67,,-1.55,,-629.17,-498.9,,04-29
271,002741,光华科技,0.02,41.86,,1.1,,878.56,42.07,,04-29
272,603885,吉祥航空,0.33,-17.5,,5.36,,42039.66,-7.45,,04-29
273,603919,金徽酒,0.41,2.5,,6.69,,11365.55,23.01,,04-29
274,601997,贵阳银行,0.42,-6.67,9.57,4.48,3.46,96692.5,19.56,,04-29
275,600415,小商品城,0.12,200.0,,6.46,,68042.18,222.6,,04-29
276,000780,*ST平能,-0.02,-73.81,,-0.55,,-2253.15,-73.55,,04-29
277,000800,一汽轿车,0.1,-138.23,,2.08,,16172.89,-138.22,,04-29
278,603033,三维股份,0.08,-52.94,,0.65,,734.97,-34.59,,04-29
279,600467,好当家,0.01,-36.36,,0.34,,1002.94,24.41,,04-29
280,600826,兰生股份,0.06,-96.23,,0.62,,2350.86,-96.48,,04-29
281,002192,融捷股份,0.0,-57.14,,0.04,,30.63,-57.47,,04-29
282,600096,云天化,0.01,-104.16,,0.42,,1625.54,-104.14,,04-29
283,000038,深大通,0.29,29.82,,1.84,,9418.11,164.79,,04-29
284,000850,华茂股份,0.01,-22.15,,0.24,,1093.01,-22.04,,04-29
285,600130,波导股份,-0.01,-200.0,,-0.88,,-872.56,-182.74,,04-29
286,000919,金陵药业,0.09,-9.92,,1.68,,4303.03,-9.97,,04-29
287,600169,太原重工,0.0,-100.44,,0.03,,110.18,-100.5,,04-29
288,000428,华天酒店,-0.06,-0.0,,-2.25,,-6451.22,11.84,,04-29
289,600563,法拉电子,0.37,-2.65,,3.86,,8250.56,-2.81,,04-29
290,000950,*ST建峰,-0.04,-86.3,,-2.16,,-2217.6,-86.41,,04-29
291,002599,盛通股份,0.02,48.15,,0.29,,260.82,43.0,,04-29
292,600586,金晶科技,0.03,223.0,,1.17,,4719.46,533.0,,04-29
293,600988,赤峰黄金,0.01,-50.0,,0.31,,769.12,-51.6,,04-29
294,600620,天宸股份,-0.01,-24.07,,-0.22,,-565.2,13.93,,04-29
295,603568,伟明环保,0.18,0.0,,6.1,,12061.92,45.69,,04-29
296,600247,ST成城,-0.96,3596.91,,,,-32213.53,3590.25,,04-29
297,600658,电子城,0.02,100.0,,0.33,,1963.0,126.6,,04-29
298,601218,吉鑫科技,0.02,-40.97,,0.64,,1698.67,-40.51,,04-29
299,600678,四川金顶,-0.02,-1.22,,,,-847.63,-1.4,,04-29
300,002523,天桥起重,0.02,0.0,,0.7,,1301.09,34.55,,04-29
301,600500,中化国际,0.11,266.67,,2.08,,23425.64,246.8,,04-29
302,603198,迎驾贡酒,0.36,12.5,,7.07,,28824.65,12.94,,04-29
303,000912,泸天化,0.0,-104.43,,0.74,,180.2,-104.63,,04-29
304,600890,中房股份,-0.02,6.99,,-3.15,,-886.49,6.77,,04-29
305,002572,索菲亚,0.17,40.23,,1.97,,7722.63,46.75,,04-29
306,000506,中润资源,-0.04,-327.53,,-2.58,,-3763.91,-327.91,,04-29
307,000957,中通客车,0.08,-82.61,,1.73,,4516.38,-66.67,,04-29
308,600198,大唐电信,-0.15,-13.47,,-5.88,,-13093.69,-13.44,,04-29
309,600203,福日电子,0.03,-40.0,,0.65,,1438.93,-20.1,,04-29
310,000532,华金资本,0.01,-42.93,,0.5,,361.4,-43.08,,04-29
311,600634,富控互动,0.05,4900.0,,0.99,,2871.52,3434.04,,04-29
312,603598,引力传媒,0.05,-44.44,,2.11,,1265.37,2.71,,04-29
313,600259,广晟有色,0.01,-104.0,,0.09,,171.9,-102.62,,04-29
314,600651,飞乐音响,-0.06,-380.95,,-1.63,,-5811.48,-382.16,,04-29
315,603633,徕木股份,0.07,0.0,,1.3,,874.03,39.21,,04-29
316,000613,*ST东海A,0.01,65.0,,3.19,,241.03,66.42,,04-29
317,600671,天目药业,-0.03,-37.44,,-5.39,,-309.38,-37.43,,04-29
318,002047,宝鹰股份,0.05,25.0,,2.3,,6306.08,17.1,,04-29
319,601288,农业银行,0.16,0.0,3.95,4.37,,5571000.0,1.87,,04-29
320,600297,广汇汽车,0.18,31.91,,3.95,,97066.45,31.88,,04-29
321,000633,合金投资,-0.02,-22.75,,-4.25,,-757.13,-22.81,,04-29
322,601398,工商银行,0.21,0.0,5.46,3.95,,7578600.0,1.37,,04-29
323,002416,爱施德,0.09,46.55,,1.63,,8732.35,52.98,,04-29
324,603833,欧派家居,0.14,27.27,,1.9,,5552.1,33.31,,04-29
325,000705,浙江震元,0.03,32.26,,0.84,,1097.39,32.56,,04-29
326,601866,中远海发,0.03,-140.35,,2.58,,34751.81,-140.43,,04-29
327,002432,九安医疗,-0.04,-4.65,,-1.04,,-1597.75,10.9,,04-29
328,603883,老百姓,0.42,40.0,,5.94,,11333.33,43.33,,04-29
329,002127,南极电商,0.02,0.0,,1.67,,2581.92,58.28,,04-29
330,601919,中远海控,0.03,-106.82,,1.46,,27014.05,-106.02,,04-29
331,600015,华夏银行,0.34,-17.07,12.68,2.73,0.7,449900.0,1.53,,04-29
332,600773,西藏城投,0.02,18.75,,0.55,,1385.38,22.04,,04-29
333,002143,印纪传媒,0.1,11.89,,4.78,,11136.4,13.91,,04-29
334,601996,丰林集团,0.05,681.25,,1.26,,2241.34,652.06,,04-29
335,600791,京能置业,0.01,379.31,,0.41,,629.11,383.99,,04-29
336,600060,海信电器,0.21,-49.63,,2.02,,26861.25,-49.53,,04-29
337,002480,新筑股份,-0.07,-4.75,,-1.91,,-4401.48,-4.76,,04-29
338,603999,读者传媒,0.05,0.0,,0.86,,1427.08,20.67,,04-29
339,603032,德新交运,0.02,-51.94,,0.78,,330.46,-35.9,,04-29
340,600825,新华传媒,0.01,-12.5,,0.28,,723.73,-18.25,,04-29
341,002191,劲嘉股份,0.13,-27.78,,3.77,,17564.83,-26.12,,04-29
342,600095,哈高科,-0.02,223.88,,-1.08,,-784.33,225.82,,04-29
343,600844,*ST丹科,0.04,-195.75,,2.32,,4351.93,-224.93,,04-29
